rank,club,rating,link,class,season,gender,websource
--,518 Excelerate 2027 Blue,--,,2027,2023,girls,insidelacrosse
--,518 Excelerate 2027 Green,--,,2027,2023,girls,insidelacrosse
--,802 Girls Lacrosse 2027,--,,2027,2023,girls,insidelacrosse
--,Aces Elite 2027,--,,2027,2023,girls,insidelacrosse
--,Aces Navy 2027,--,,2027,2023,girls,insidelacrosse
--,Aces Youth Navy 2027,--,,2027,2023,girls,insidelacrosse
--,ADK Peak 2027,--,,2027,2023,girls,insidelacrosse
--,AFA 2027,--,,2027,2023,girls,insidelacrosse
--,Albany Power 2027,--,,2027,2023,girls,insidelacrosse
--,Albany Power 2027 Blue,--,,2027,2023,girls,insidelacrosse
--,Albany Power 2027 Gold,--,,2027,2023,girls,insidelacrosse
--,All Lax Select 2027,--,,2027,2023,girls,insidelacrosse
--,Aim 2027,--,,2027,2023,girls,insidelacrosse
--,All American Aim 2027 Stars & Stripes,--,,2027,2023,girls,insidelacrosse
--,Alliance National 2027,--,,2027,2023,girls,insidelacrosse
--,Arc 2027,--,,2027,2023,girls,insidelacrosse
--,Athena 2027/2028,--,,2027,2023,girls,insidelacrosse
--,ATL Storm 2027 Orange,--,,2027,2023,girls,insidelacrosse
--,Atlanta Storm 2027 Blue,--,,2027,2023,girls,insidelacrosse
--,Atlantic County Wave 2027,--,,2027,2023,girls,insidelacrosse
--,Axis Lacrosse 2027,--,,2027,2023,girls,insidelacrosse
--,B12 Girls LAX 2027,--,,2027,2023,girls,insidelacrosse
--,Bay State Bullets 2027 Orange,--,,2027,2023,girls,insidelacrosse
--,Bay State Bullets 2027 Silver,--,,2027,2023,girls,insidelacrosse
--,Bay State Bullets White 2027,--,,2027,2023,girls,insidelacrosse
--,BBL 2027 Select,--,,2027,2023,girls,insidelacrosse
--,BBL Elite 2027 Black,--,,2027,2023,girls,insidelacrosse
--,BBL 2027 North,--,,2027,2023,girls,insidelacrosse
--,Beast 2027,--,,2027,2023,girls,insidelacrosse
--,Beast 2027/2028,--,,2027,2023,girls,insidelacrosse
--,Belles 2027 Elite,--,,2027,2023,girls,insidelacrosse
--,Belles 2027 Select,--,,2027,2023,girls,insidelacrosse
--,Big 4 HHH 2027,--,,2027,2023,girls,insidelacrosse
--,Black Lax 2027,--,,2027,2023,girls,insidelacrosse
--,Black Lax National 2027,--,,2027,2023,girls,insidelacrosse
--,Black Jack 2027,--,,2027,2023,girls,insidelacrosse
--,BLC 2027 Blue,--,,2027,2023,girls,insidelacrosse
--,Bluegrass Premier 2027,--,,2027,2023,girls,insidelacrosse
--,Boston LC 2027,--,,2027,2023,girls,insidelacrosse
--,C2 National 2027,--,,2027,2023,girls,insidelacrosse
--,Cav Lax Elite 2027,--,,2027,2023,girls,insidelacrosse
--,CCLax 2027,--,,2027,2023,girls,insidelacrosse
--,CCLax 2027 Black,--,,2027,2023,girls,insidelacrosse
--,CCLax 2027 Red,--,,2027,2023,girls,insidelacrosse
--,CLC 2027 Bold,--,,2027,2023,girls,insidelacrosse
--,CLC 2027 Pride,--,,2027,2023,girls,insidelacrosse
--,CLC 2027 Rise,--,,2027,2023,girls,insidelacrosse
--,CLC 2027/2028 Force,--,,2027,2023,girls,insidelacrosse
--,CLC 2027/2028 Grit,--,,2027,2023,girls,insidelacrosse
--,Central Lacrosse 2027,--,,2027,2023,girls,insidelacrosse
--,Charlotte Style 2027,--,,2027,2023,girls,insidelacrosse
--,Chatham 2027,--,,2027,2023,girls,insidelacrosse
--,Check-Hers Elite 2027B,--,,2027,2023,girls,insidelacrosse
--,Circle City 2027 Titanium,--,,2027,2023,girls,insidelacrosse
--,Circle City 2027/2028 Select,--,,2027,2023,girls,insidelacrosse
--,Coast 2027,--,,2027,2023,girls,insidelacrosse
--,Coast VA 2027/2028,--,,2027,2023,girls,insidelacrosse
--,Coppermine 2027 Black,--,,2027,2023,girls,insidelacrosse
--,Coppermine 2027 Blue,--,,2027,2023,girls,insidelacrosse
--,Coppermine 2027 North,--,,2027,2023,girls,insidelacrosse
--,Coppermine North 2027 Blue,--,,2027,2023,girls,insidelacrosse
--,CT Grizzlies 2027 Navy,--,,2027,2023,girls,insidelacrosse
--,CT Grizzlies 2027 Yellow,--,,2027,2023,girls,insidelacrosse
--,CT Shoreline Sharks 2027,--,,2027,2023,girls,insidelacrosse
--,Cyclones Pink 2027,--,,2027,2023,girls,insidelacrosse
--,Delco LC 2027,--,,2027,2023,girls,insidelacrosse
--,Delco Select 2027,--,,2027,2023,girls,insidelacrosse
--,Denver Pride 2027,--,,2027,2023,girls,insidelacrosse
--,Desert Heat 2027/2028,--,,2027,2023,girls,insidelacrosse
--,DEWLAX 2027 Black,--,,2027,2023,girls,insidelacrosse
--,DEWLAX 2027 Blue,--,,2027,2023,girls,insidelacrosse
--,DEWLAX 2027 CT,--,,2027,2023,girls,insidelacrosse
--,Dynamite 2027,--,,2027,2023,girls,insidelacrosse
--,Dynamite 2027 Black,--,,2027,2023,girls,insidelacrosse
--,Dynamite 2027 Red,--,,2027,2023,girls,insidelacrosse
--,Dynasty Elite 2027 Foxtrot,--,,2027,2023,girls,insidelacrosse
--,Eagle Stix 2027 Blue,--,,2027,2023,girls,insidelacrosse
--,Eagle Stix 2027 Grey,--,,2027,2023,girls,insidelacrosse
--,Eagle Stix 2028 Blue,--,,2027,2023,girls,insidelacrosse
--,East Pride 8s 2027,--,,2027,2023,girls,insidelacrosse
--,ESLC Pirates 2027,--,,2027,2023,girls,insidelacrosse
--,Empress 2027,--,,2027,2023,girls,insidelacrosse
--,Evolution 2027,--,,2027,2023,girls,insidelacrosse
--,Evolve 2027,--,,2027,2023,girls,insidelacrosse
--,FCA 2027 Blue,--,,2027,2023,girls,insidelacrosse
--,FCA Blue 2027 (MD),--,,2027,2023,girls,insidelacrosse
--,FCA Upstate 2027,--,,2027,2023,girls,insidelacrosse
--,FLG 2027 All Long Island,--,,2027,2023,girls,insidelacrosse
--,FLG 2027 Navy,--,,2027,2023,girls,insidelacrosse
--,FLG 2027 White,--,,2027,2023,girls,insidelacrosse
--,FLG Blue Devils 2027,--,,2027,2023,girls,insidelacrosse
--,Florida Select 2027,--,,2027,2023,girls,insidelacrosse
--,Florida Shine Elite 2027,--,,2027,2023,girls,insidelacrosse
--,Florida Shine Elite 2027 (Orange),--,,2027,2023,girls,insidelacrosse
--,Flying Pig Lacrosse 2027,--,,2027,2023,girls,insidelacrosse
--,GSE 2027,--,,2027,2023,girls,insidelacrosse
--,Gold Coast 2027,--,,2027,2023,girls,insidelacrosse
--,Gold Coast 2027 Black,--,,2027,2023,girls,insidelacrosse
--,Gold Coast 2027 Gold,--,,2027,2023,girls,insidelacrosse
--,Gonzo Girls 2027/2028,--,,2027,2023,girls,insidelacrosse
--,Granite State Elite 2027,--,,2027,2023,girls,insidelacrosse
--,GRIT Austin 2027,--,,2027,2023,girls,insidelacrosse
--,GRIT Dallas 2027,--,,2027,2023,girls,insidelacrosse
--,GRIT Houston 2027,--,,2027,2023,girls,insidelacrosse
--,Headlines 2027,--,,2027,2023,girls,insidelacrosse
--,Headlines MS 2027,--,,2027,2023,girls,insidelacrosse
--,HEADstrong 2027/2028,--,,2027,2023,girls,insidelacrosse
--,HEADstrong SJ Girls 2027/2028,--,,2027,2023,girls,insidelacrosse
--,Hero's 2027 Green,--,,2027,2023,girls,insidelacrosse
--,Hero's 2027 White,--,,2027,2023,girls,insidelacrosse
--,HGR 2027,--,,2027,2023,girls,insidelacrosse
--,HoCo 2027 Black,--,,2027,2023,girls,insidelacrosse
--,HoCo 2027 Pink,--,,2027,2023,girls,insidelacrosse
--,Hurricanes 2027 Green,--,,2027,2023,girls,insidelacrosse
--,Hurricanes 2027/2028 Green,--,,2027,2023,girls,insidelacrosse
--,Impact 2027 Black,--,,2027,2023,girls,insidelacrosse
--,Impact 2027 Gold,--,,2027,2023,girls,insidelacrosse
--,Impact 2027/2028,--,,2027,2023,girls,insidelacrosse
--,Indy United 2027,--,,2027,2023,girls,insidelacrosse
--,Integrity 2027 Blue,--,,2027,2023,girls,insidelacrosse
--,Integrity 2027 Green,--,,2027,2023,girls,insidelacrosse
--,Jersey Shore Select 2027 Blue,--,,2027,2023,girls,insidelacrosse
--,Jersey Shore Select 2027/2028 Combo,--,,2027,2023,girls,insidelacrosse
--,Jersey Shore Select 3 point 2027,--,,2027,2023,girls,insidelacrosse
--,Jersey Thunder 2027,--,,2027,2023,girls,insidelacrosse
--,Jets Black 2027,--,,2027,2023,girls,insidelacrosse
--,KCLC 2027,--,,2027,2023,girls,insidelacrosse
--,KCLC 2027/2028,--,,2027,2023,girls,insidelacrosse
--,LA Select 2027,--,,2027,2023,girls,insidelacrosse
--,Lady Ballers 2027,--,,2027,2023,girls,insidelacrosse
--,Lady Blue Knights U15 2027,--,,2027,2023,girls,insidelacrosse
--,Lake Effect Storm 2027 Elite,--,,2027,2023,girls,insidelacrosse
--,Lakeshore 2027,--,,2027,2023,girls,insidelacrosse
--,Lakeshore Lacrosse National Premier 2027,--,,2027,2023,girls,insidelacrosse
--,Lakeside Lax 2027,--,,2027,2023,girls,insidelacrosse
--,LANCO Elite 2027,--,,2027,2023,girls,insidelacrosse
--,Lax Maniax 2027,--,,2027,2023,girls,insidelacrosse
--,Lax On Elite 2027,--,,2027,2023,girls,insidelacrosse
--,Laxachusetts 2027 Black,--,,2027,2023,girls,insidelacrosse
--,Laxachusetts 2027 Yellow,--,,2027,2023,girls,insidelacrosse
--,Legends MD 2027,--,,2027,2023,girls,insidelacrosse
--,LI Empire 2027 Green,--,,2027,2023,girls,insidelacrosse
--,LI Empire 2027 White,--,,2027,2023,girls,insidelacrosse
--,Jesters 2027 Black,--,,2027,2023,girls,insidelacrosse
--,Jesters 2027 White,--,,2027,2023,girls,insidelacrosse
--,LI Jesters 2027 Blue,--,,2027,2023,girls,insidelacrosse
--,LI Jesters 2027 Pink,--,,2027,2023,girls,insidelacrosse
--,LI Legacy 2027 Blue,--,,2027,2023,girls,insidelacrosse
--,LI Legacy 2027 White,--,,2027,2023,girls,insidelacrosse
--,LI Liberty 2027 Black,--,,2027,2023,girls,insidelacrosse
--,LI Liberty Lax 2027 Red,--,,2027,2023,girls,insidelacrosse
--,LI Top Guns 2027 Black,--,,2027,2023,girls,insidelacrosse
--,LI Top Guns 2027 Purple,--,,2027,2023,girls,insidelacrosse
--,Limelight 2027,--,,2027,2023,girls,insidelacrosse
--,Limelight 2027/2028,--,,2027,2023,girls,insidelacrosse
--,Limitless 2027,--,,2027,2023,girls,insidelacrosse
--,Lotus 2027,--,,2027,2023,girls,insidelacrosse
--,14U Lou Fusz Blue Star Blue 2027,--,,2027,2023,girls,insidelacrosse
--,14U Lou Fusz Blue Star Elite 2027,--,,2027,2023,girls,insidelacrosse
--,14U Lou Fusz Blue Star Premier 2027,--,,2027,2023,girls,insidelacrosse
--,Lucky Lax 2027,--,,2027,2023,girls,insidelacrosse
--,M&D 2027 Black,--,,2027,2023,girls,insidelacrosse
--,M&D 2027 Red,--,,2027,2023,girls,insidelacrosse
--,M&D 2027 SHORE,--,,2027,2023,girls,insidelacrosse
--,M&D Orlando 2027 Black,--,,2027,2023,girls,insidelacrosse
--,M&D Shore 2027 Black,--,,2027,2023,girls,insidelacrosse
--,Mad Dog North NJ 2027 NNJ Black,--,,2027,2023,girls,insidelacrosse
--,Mad Dog North NJ 2027 NNJ Red,--,,2027,2023,girls,insidelacrosse
--,Mad Dog Shore 2027/2028,--,,2027,2023,girls,insidelacrosse
--,Mad Dog Shore 2027/2028 Black,--,,2027,2023,girls,insidelacrosse
--,Mad Dog West 2027,--,,2027,2023,girls,insidelacrosse
--,Maineiax 2027,--,,2027,2023,girls,insidelacrosse
--,Mass Elite 2027 Blue,--,,2027,2023,girls,insidelacrosse
--,Mass Elite 2027 Red,--,,2027,2023,girls,insidelacrosse
--,Mass Elite 2027 White,--,,2027,2023,girls,insidelacrosse
--,Maxim 2027 Navy,--,,2027,2023,girls,insidelacrosse
--,Maxim 2027 Sage,--,,2027,2023,girls,insidelacrosse
--,Maxim 2027 Teal,--,,2027,2023,girls,insidelacrosse
--,MC Elite 2027 Midnight,--,,2027,2023,girls,insidelacrosse
--,MD United 2027,--,,2027,2023,girls,insidelacrosse
--,Metro Blue 2027,--,,2027,2023,girls,insidelacrosse
--,Monster 2027 Purple,--,,2027,2023,girls,insidelacrosse
--,Monster 2027 White,--,,2027,2023,girls,insidelacrosse
--,Moorestown 2027 A,--,,2027,2023,girls,insidelacrosse
--,NEMS 2027,--,,2027,2023,girls,insidelacrosse
--,NEPA Impact 2027/2028,--,,2027,2023,girls,insidelacrosse
--,Next level 2027 Blue,--,,2027,2023,girls,insidelacrosse
--,Next level 2027 Red,--,,2027,2023,girls,insidelacrosse
--,NH Tomahawks 2027 Gold,--,,2027,2023,girls,insidelacrosse
--,NH Tomahawks 2027 Purple,--,,2027,2023,girls,insidelacrosse
--,NH Tomahawks 2027/28,--,,2027,2023,girls,insidelacrosse
--,No Excuse 2027,--,,2027,2023,girls,insidelacrosse
--,Nor'easter 2027,--,,2027,2023,girls,insidelacrosse
--,Nor'easter 2027 Grit,--,,2027,2023,girls,insidelacrosse
--,Nor'easter 2027 Power,--,,2027,2023,girls,insidelacrosse
--,NXT 2027 Black,--,,2027,2023,girls,insidelacrosse
1,Team 91 Long Island 2024 Wolfpack,99.9,,2024,2021,boys,insidelacrosse
2,Next Level 2024 Blue,99.56,,2024,2021,boys,insidelacrosse
3,Mad Dog National 2024,99.54,,2024,2021,boys,insidelacrosse
4,LI Legacy 2024 Taz,99.35,,2024,2021,boys,insidelacrosse
5,True Illinois 2024 Premier,99.13,,2024,2021,boys,insidelacrosse
6,Mad Dog West Elite 2024 Black,99.08,,2024,2021,boys,insidelacrosse
7,Madlax National 2024,99.08,,2024,2021,boys,insidelacrosse
8,Thunder National 2024,98.67,,2024,2021,boys,insidelacrosse
9,LI Express 2024 Schwalje,98.57,,2024,2021,boys,insidelacrosse
10,LI Legacy 2024,98.56,,2024,2021,boys,insidelacrosse
11,Laxachusetts 2024 Black,98.48,,2024,2021,boys,insidelacrosse
12,Brotherly Love 2024 Apollo,98.34,,2024,2021,boys,insidelacrosse
13,West Coast Starz 2024,98.22,,2024,2021,boys,insidelacrosse
14,True Illinois 2024,98.19,,2024,2021,boys,insidelacrosse
15,Denver Elite 2024 Silver,98.16,,2024,2021,boys,insidelacrosse
16,Carolina Miners 2024,98.14,,2024,2021,boys,insidelacrosse
17,Sweetlax National 2024,98.01,,2024,2021,boys,insidelacrosse
18,Frog 2024,97.92,,2024,2021,boys,insidelacrosse
19,Baltimore Crabs 2024,97.85,,2024,2021,boys,insidelacrosse
20,True National 2024 Black,97.76,,2024,2021,boys,insidelacrosse
21,Looney's 2024 Old Bay,97.58,,2024,2021,boys,insidelacrosse
22,Eclipse 2024 Orange AA,97.57,,2024,2021,boys,insidelacrosse
23,BBL Elite 2024,97.51,,2024,2021,boys,insidelacrosse
24,Annapolis Hawks 2024 Green,97.27,,2024,2021,boys,insidelacrosse
25,Thunder 2024 Blue,97.25,,2024,2021,boys,insidelacrosse
26,Team 91 Maryland 2024,97.22,,2024,2021,boys,insidelacrosse
27,Madlax Capital 2024,97.08,,2024,2021,boys,insidelacrosse
28,Duke's Elite 2024,96.73,,2024,2021,boys,insidelacrosse
29,2Way 2024,96.71,,2024,2021,boys,insidelacrosse
30,Mad Dog NJ 2024,96.68,,2024,2021,boys,insidelacrosse
31,Team 91 National 2024,96.62,,2024,2021,boys,insidelacrosse
32,Primetime 2024,96.57,,2024,2021,boys,insidelacrosse
33,Nationals Lacrosse Club 2024,96.51,,2024,2021,boys,insidelacrosse
34,Project Midwest 2024,96.41,,2024,2021,boys,insidelacrosse
35,Grizzly 2024,96.4,,2024,2021,boys,insidelacrosse
36,Team 91 South 2024,96.19,,2024,2021,boys,insidelacrosse
37,DC Express 2024 Black,96.0,,2024,2021,boys,insidelacrosse
38,True MN 2024 AAA,95.95,,2024,2021,boys,insidelacrosse
39,Classics 2023-2024,95.92,,2024,2021,boys,insidelacrosse
40,Express North 2024 Schrieber,95.89,,2024,2021,boys,insidelacrosse
41,4Leaf 2024 Army,95.78,,2024,2021,boys,insidelacrosse
42,True National 2024 Green,95.72,,2024,2021,boys,insidelacrosse
43,True Blue 2024 Goats,95.7,,2024,2021,boys,insidelacrosse
44,Colorado Scorpions 2024,95.65,,2024,2021,boys,insidelacrosse
45,Gaffer Elite 2024-2025,95.55,,2024,2021,boys,insidelacrosse
46,Tri-State 2024,95.46,,2024,2021,boys,insidelacrosse
47,Resolute 2024 Black,95.38,,2024,2021,boys,insidelacrosse
48,Team UNRL Texas 2024,95.34,,2024,2021,boys,insidelacrosse
49,NXT 2024 Black,95.17,,2024,2021,boys,insidelacrosse
50,Texas Oilers 2024,95.06,,2024,2021,boys,insidelacrosse
51,Patriot Elite 2024,94.95,,2024,2021,boys,insidelacrosse
52,3D Gulf Coast 2024,94.84,,2024,2021,boys,insidelacrosse
53,Team Maryland Freshman Select,94.8,,2024,2021,boys,insidelacrosse
54,Leading Edge 2024,94.79,,2024,2021,boys,insidelacrosse
55,Team MN 2024,94.79,,2024,2021,boys,insidelacrosse
56,Sweetlax NY 2024,94.55,,2024,2021,boys,insidelacrosse
57,Sweetlax FL 2024,94.5,,2024,2021,boys,insidelacrosse
58,VLC 2024,94.39,,2024,2021,boys,insidelacrosse
59,ADVNC National 2024,94.3,,2024,2021,boys,insidelacrosse
60,Philadelphia Freedom 2024 Red,94.27,,2024,2021,boys,insidelacrosse
61,LI Legacy 2024 Launch,94.26,,2024,2021,boys,insidelacrosse
62,Big 4 HHH 2024,94.23,,2024,2021,boys,insidelacrosse
63,Madlax Oregon 2024,94.19,,2024,2021,boys,insidelacrosse
64,NXT 2024 Mamba,94.19,,2024,2021,boys,insidelacrosse
65,HEADstrong Quakers 2024,94.18,,2024,2021,boys,insidelacrosse
66,Prostart 2024,94.18,,2024,2021,boys,insidelacrosse
67,Juiced Cherries 2024,94.15,,2024,2021,boys,insidelacrosse
68,DC Express 2024,94.08,,2024,2021,boys,insidelacrosse
69,Team Slainte 2024,94.08,,2024,2021,boys,insidelacrosse
70,Patriot Elite 2024 Gold,94.07,,2024,2021,boys,insidelacrosse
71,UNRL 2024,94.07,,2024,2021,boys,insidelacrosse
72,Team 91 Georgia 2024,94.05,,2024,2021,boys,insidelacrosse
73,True Florida 2024,94.03,,2024,2021,boys,insidelacrosse
74,California Gold 2024,94.02,,2024,2021,boys,insidelacrosse
75,Rebels LC 2024 Surge,93.93,,2024,2021,boys,insidelacrosse
76,Southern Stars 2024,93.87,,2024,2021,boys,insidelacrosse
77,Alcatraz Outlaws 2024,93.81,,2024,2021,boys,insidelacrosse
78,Dukes Mainline 2024-25,93.8,,2024,2021,boys,insidelacrosse
79,Patriot Elite 2024 Chrome,93.72,,2024,2021,boys,insidelacrosse
80,Rising Sons 2024,93.68,,2024,2021,boys,insidelacrosse
81,3D NE South 2024,93.67,,2024,2021,boys,insidelacrosse
82,Express North 2024,93.64,,2024,2021,boys,insidelacrosse
83,Team 91 Colorado 2024 Red,93.59,,2024,2021,boys,insidelacrosse
84,FCA MD 2024 Blue,93.58,,2024,2021,boys,insidelacrosse
85,L4 Select 2024,93.49,,2024,2021,boys,insidelacrosse
86,Mesa PA 2024,93.47,,2024,2021,boys,insidelacrosse
87,Madlax DMV 2024,93.46,,2024,2021,boys,insidelacrosse
88,Predators 2024,93.45,,2024,2021,boys,insidelacrosse
89,Legends 2024,93.4,,2024,2021,boys,insidelacrosse
90,Tri-State 2024 Gold,93.37,,2024,2021,boys,insidelacrosse
91,Sweetlax FL 2024 Krackens,93.35,,2024,2021,boys,insidelacrosse
92,Team 91 Carolina 2024,93.25,,2024,2021,boys,insidelacrosse
93,New England Twisters 2024Blue,93.18,,2024,2021,boys,insidelacrosse
94,3D New England 2024 Red,93.16,,2024,2021,boys,insidelacrosse
95,Annapolis Hawks 2024 Black,93.1,,2024,2021,boys,insidelacrosse
96,True Michigan 2024,93.05,,2024,2021,boys,insidelacrosse
97,Blue Star 2024 White,92.98,,2024,2021,boys,insidelacrosse
98,3D Colorado 2024 AA Red,92.97,,2024,2021,boys,insidelacrosse
99,2Way North 2024,92.93,,2024,2021,boys,insidelacrosse
100,Laxachusetts 2024 Navy,92.89,,2024,2021,boys,insidelacrosse
101,United 2024,92.88,,2024,2021,boys,insidelacrosse
102,Koopers 2024,92.87,,2024,2021,boys,insidelacrosse
103,FLC 2024 Fallston Lacrosse Club,92.82,,2024,2021,boys,insidelacrosse
104,Thunder 2024 Orange,92.78,,2024,2021,boys,insidelacrosse
105,Team MN 2024,92.75,,2024,2021,boys,insidelacrosse
106,Iron Horse Team Texas 2024,92.67,,2024,2021,boys,insidelacrosse
107,Blak Widow 2024,92.63,,2024,2021,boys,insidelacrosse
108,True Utah 2024,92.51,,2024,2021,boys,insidelacrosse
109,CW Elite 2024,92.46,,2024,2021,boys,insidelacrosse
110,Sidewinders 2024 Black,92.42,,2024,2021,boys,insidelacrosse
111,3D Upstate 2024 Blue,92.39,,2024,2021,boys,insidelacrosse
112,Arizona Outlaws 2024,92.37,,2024,2021,boys,insidelacrosse
113,Gorilla 2024 Silver,92.34,,2024,2021,boys,insidelacrosse
114,Igloo 2024 Windchill,92.3,,2024,2021,boys,insidelacrosse
115,Seattle Starz 2024,92.29,,2024,2021,boys,insidelacrosse
116,Shore2Shore 2024,92.29,,2024,2021,boys,insidelacrosse
117,Express North 2024 Brameier,92.28,,2024,2021,boys,insidelacrosse
118,NH Tomahawks 2024 Purple,92.27,,2024,2021,boys,insidelacrosse
119,Orange Crush 2024,92.27,,2024,2021,boys,insidelacrosse
120,Clams 2024,92.23,,2024,2021,boys,insidelacrosse
121,Jersey Thunder 2024,92.2,,2024,2021,boys,insidelacrosse
122,True MN 2024 AA,92.17,,2024,2021,boys,insidelacrosse
123,SouthStar 2024,92.16,,2024,2021,boys,insidelacrosse
124,Patriot Elite 2024 Navy,92.14,,2024,2021,boys,insidelacrosse
125,Saltwater 2024,92.06,,2024,2021,boys,insidelacrosse
126,Blackwolf 2024,92.01,,2024,2021,boys,insidelacrosse
127,Harvest 2024,92.01,,2024,2021,boys,insidelacrosse
128,Laxachusetts 2024 Yellow,92.01,,2024,2021,boys,insidelacrosse
129,RIchmond Hawks 2024 Peck,92.0,,2024,2021,boys,insidelacrosse
130,CitySide 2024,91.95,,2024,2021,boys,insidelacrosse
131,LI Express 2024 O'Reilly Orange,91.95,,2024,2021,boys,insidelacrosse
132,Team 11 2024,91.94,,2024,2021,boys,insidelacrosse
133,Fighting Clams 2024,91.8,,2024,2021,boys,insidelacrosse
134,True MTN West 2024,91.8,,2024,2021,boys,insidelacrosse
135,Express North 2024 Lawrence,91.75,,2024,2021,boys,insidelacrosse
136,Team 91 Charlotte 2024 Blue,91.71,,2024,2021,boys,insidelacrosse
137,Igloo 2024 Frostbite,91.69,,2024,2021,boys,insidelacrosse
138,ICON 2024,91.67,,2024,2021,boys,insidelacrosse
139,302 Elite 2024,91.62,,2024,2021,boys,insidelacrosse
140,UL MAX (PA) 2024,91.55,,2024,2021,boys,insidelacrosse
141,True New Jersey 2024,91.53,,2024,2021,boys,insidelacrosse
142,Patriot Stars 2024,91.51,,2024,2021,boys,insidelacrosse
143,Georgia Tigers 2024,91.48,,2024,2021,boys,insidelacrosse
144,SouthShore 2024,91.44,,2024,2021,boys,insidelacrosse
145,Burning River 2024,91.36,,2024,2021,boys,insidelacrosse
146,3D Georgia 2024 AA,91.3,,2024,2021,boys,insidelacrosse
147,Fusion 2024,91.3,,2024,2021,boys,insidelacrosse
148,Rising Sons 2024 White,91.26,,2024,2021,boys,insidelacrosse
149,True Illinois 2024 Black,91.13,,2024,2021,boys,insidelacrosse
150,Blue Star 2024 Blue,91.12,,2024,2021,boys,insidelacrosse
151,Coyotes 2024 Blue,91.07,,2024,2021,boys,insidelacrosse
152,4 Leaf NH Navy Orange 2024 A,90.87,,2024,2021,boys,insidelacrosse
153,Team 91 Tri-State 2024 Select,90.85,,2024,2021,boys,insidelacrosse
154,Sixers 2024,90.8,,2024,2021,boys,insidelacrosse
155,Headstrong Lehigh Valley 2024,90.8,,2024,2021,boys,insidelacrosse
156,Charleston Elite 2024,90.78,,2024,2021,boys,insidelacrosse
157,Richmond Hawks 2024 Shriver,90.78,,2024,2021,boys,insidelacrosse
158,NJ Riot 2024 Chaos,90.67,,2024,2021,boys,insidelacrosse
159,Iron Horse Austin 2024,90.66,,2024,2021,boys,insidelacrosse
160,Laxachusetts 2024 Green,90.66,,2024,2021,boys,insidelacrosse
161,EMass Hawks 2024,90.65,,2024,2021,boys,insidelacrosse
162,ADVNC San Francisco 2024,90.63,,2024,2021,boys,insidelacrosse
163,Piatelli Central 2024 Graham,90.62,,2024,2021,boys,insidelacrosse
